"","CatalogNumber","RouteIdentifier","SurveyAreaIdentifier","SpeciesCode","YearCollected","MonthCollected","DayCollected","TimeCollected","DurationInHours","CollectorNumber","DecimalLatitude","DecimalLongitude","ObservationCount"
"865","167219-1-1600-8","VIPQ-8","VIPQ-8","PBGR","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"866","131855-1-880-7","GIGB-3","GIGB-3","COME","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","13"
"867","149937-1-2900-3","GIPE-3","GIPE-3","OSPR","2020","9","10","13.25","0.333333","1078346","48.759563","-123.207329","1"
"868","54424-1-6110-13","LMVN-29","LMVN-29","ECDO","2014","10","12","9.25","2.25","1054988","49.320057","-123.148987","1"
"869","131855-1-1630-10","GIGB-3","GIGB-3","RNGR","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","1"
"870","152179-1-9750-10","GIPE-9","GIPE-9","BEKI","2020","11","8","12.2833","0.883333","1055118","48.804417","-123.272995","1"
"871","291018-1-5780-12","VIVI-30","VIVI-30","PIGU","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","14"
"872","131845-1-5730-14","GIGB-3","GIGB-3","COMU","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","8"
"873","288014-1-4780-15","VIVI-16","VIVI-16","PESA","2021","9","15","14.3833","1.95","1054996","48.381138","-123.494041","1"
"874","58589-1-880-4","VIPM-2","VIPM-2","COME","2016","7","17","7","2","1054944","50.788406","-126.438927","12"
"875","109448-1-13900-10","VICR-1","VICR-1","AMCR","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","11"
"876","109448-1-2550-7","VICR-1","VICR-1","GBHE","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","2"
"877","182396-1-3020-13","NCKI-1","NCKI-1","BAEA","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","1"
"878","151784-1-880-6","SCPR-1","SCPR-1","COME","2020","12","12","13","2","1043283","49.816643","-124.530579","2"
"879","45972-1-45994-3","VICX-3","VICX-3","WWSC","2008","11","9","11","2","1078227","49.714108","-124.873199","2"
"880","159210-1-420-2","VICX-7","VICX-7","AMWI","2021","3","13","15","1.5","1054998","49.653252","-124.942177","170"
"881","132637-1-13900-11","LMWR-2","LMWR-2","AMCR","2019","10","13","16.5833","0.916666","1054979","49.019089","-122.817352","5"
"882","131845-1-5250-17","GIGB-3","GIGB-3","GWGU","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","4"
"883","87911-1-3020-10","SCPR-2","SCPR-2","BAEA","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","2"
"884","106260-1-820-3","VIVI-61","VIVI-61","BUFF","2019","4","15","11","1.75","1055004","48.451252","-123.417732","65"
"885","151784-1-791-3","SCPR-1","SCPR-1","BLSC","2020","12","12","13","2","1043283","49.816643","-124.530579","14"
"886","127526-1-3020-14","SCPR-1","SCPR-1","BAEA","2019","10","13","13.5","2.25","1043283","49.816643","-124.530579","2"
"887","273337-1-2370-14","VIVI-16","VIVI-16","BRAC","2021","9","15","14.3833","2.91667","1081721","48.381138","-123.494041","1"
"888","90511-1-695-2","GIQD-1","GIQD-1",NA,"2017","12","20","14","0.916667","1032514","50.099106","-125.187607","1"
"889","101650-1-5250-7","LMSQ-12","LMSQ-12","GWGU","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","7"
"890","93005-1-5500-6","LMSQ-1","LMSQ-1","CATE","2017","5","14","7.5","0.25","1054942","49.679691","-123.172699","15"
"891","167158-1-820-3","VIPQ-8","VIPQ-8","BUFF","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","2"
"892","45970-1-770-2","VICX-3","VICX-3","SUSC","2008","11","9","11","2","1054987","49.714108","-124.873199","28"
"893","130872-1-13900-22","GISS-1","GISS-1","AMCR","2020","1","11","13.75","2","1055037","48.836075","-123.451881","210"
"894","50470-1-451-3","LMVN-12","LMVN-12","MALL","2012","2","13","9","2","1055009","49.165325","-123.204292","31"
"895","128835-1-2550-11","VICX-12","VICX-12","GBHE","2019","11","10","14.75","0.25","1080046","49.669106","-124.941109","1"
"896","50470-1-2550-6","LMVN-12","LMVN-12","GBHE","2012","2","13","9","2","1055009","49.165325","-123.204292","6"
"897","106839-1-230-1","LMSQ-1","LMSQ-1","CAGO","2017","5","14","7.5","0.216667","1054942","49.679691","-123.172699","5"
"898","290589-1-4270-10","SCPR-1","SCPR-1","BLOY","2022","4","10","9.91667","1.65","2388508","49.816643","-124.530579","2"
"899","89224-1-420-2","SCPR-2","SCPR-2","AMWI","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","53"
"900","130880-1-750-1","SCGI-5","SCGI-5","HARD","2020","1","12","10.1667","1.5","1054970","49.412853","-123.632332","1"
"901","91563-1-451-2","LMSQ-3","LMSQ-3","MALL","2017","4","9","7.96667","0.233333","1054942","49.703907","-123.176682","4"
"902","58588-1-1630-6","VIPM-2","VIPM-2","RNGR","2016","7","17","7","2","1054944","50.788406","-126.438927","4"
"903","106329-1-230-1","VIPH-1","VIPH-1","CAGO","2019","4","15","10.25","1.25","1032711","50.726246","-127.483253","16"
"904","89224-1-1560-8","SCPR-2","SCPR-2","COLO","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","1"
"905","116753-1-5950-2","NCKI-4","NCKI-4","UNAL","2019","8","12","10.9167","1","1055044","53.914066","-128.752808","1"
"906","56686-1-6110-5","LMSQ-20","LMSQ-20","ECDO","2016","4","10","11.75","0.25","1054942","49.710426","-123.150291","5"
"907","58588-1-4650-9","VIPM-2","VIPM-2","SURF","2016","7","17","7","2","1054944","50.788406","-126.438927","1"
"908","93005-1-230-2","LMSQ-1","LMSQ-1","CAGO","2017","5","14","7.5","0.25","1054942","49.679691","-123.172699","5"
"909","150369-1-5142-8","GIPE-9","GIPE-9","SHBG","2020","11","8","12.2833","0.866666","1055118","48.804417","-123.272995","2"
"910","90511-1-5190-13","GIQD-1","GIQD-1",NA,"2017","12","20","14","0.916667","1032514","50.099106","-125.187607","1"
"911","53840-1-3020-6","VIBM-2","VIBM-2","BAEA","2014","4","5","11.5833","0.416667","1055054","48.835426","-125.137550","5"
"912","149915-1-5780-11","VICX-3","VICX-3","PIGU","2020","10","12","13","2.25","1074637","49.714108","-124.873199","7"
"913","151785-1-830-4","VIPQ-9","VIPQ-9","COGO","2020","12","13","11","2","1075146","49.299919","-124.155808","2"
"914","151784-1-4270-9","SCPR-1","SCPR-1","BLOY","2020","12","12","13","2","1043283","49.816643","-124.530579","9"
"915","112301-1-9750-6","LMSQ-18","LMSQ-18","BEKI","2017","5","14","11.75","0.25","1054942","49.690266","-123.155602","1"
"916","150365-1-5142-5","GIPE-14","GIPE-14","SHBG","2020","11","8","11.9833","0.083333","1055118","48.812180","-123.273727","25"
"917","131855-1-4820-15","GIGB-3","GIGB-3","DUNL","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","60"
"918","106329-1-880-4","VIPH-1","VIPH-1","COME","2019","4","15","10.25","1.25","1032711","50.726246","-127.483253","3"
"919","182381-1-880-2","VICV-7","VICV-7","COME","2021","5","9","17","1","1055020","48.746307","-123.625557","2"
"920","154088-1-5350-12","VINN-12","VINN-12","UNGU","2021","1","13","14","2.16667","1054924","49.174129","-123.927429","360"
"921","131292-1-280-2","LMVN-12","LMVN-12","TRUS","2019","11","10","10.25","2","1078268","49.165325","-123.204292","2"
"922","182388-1-590-7","NCKI-1","NCKI-1","GWTE","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","85"
"923","131855-1-5142-18","GIGB-3","GIGB-3","SHBG","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","2"
"924","45970-1-890-7","VICX-3","VICX-3","RBME","2008","11","9","11","2","1054987","49.714108","-124.873199","2"
"925","131855-1-4210-12","GIGB-3","GIGB-3","KILL","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","2"
"926","284214-1-750-1","VINN-7","VINN-7","HARD","2022","2","13","11","0.666667","1030870","49.240520","-123.970940","15"
"927","131852-1-750-1","GIHO-10","GIHO-10","HARD","2020","2","9","9.25","0.333333","1054964","49.498619","-124.677040","4"
"928","45970-1-1630-10","VICX-3","VICX-3","RNGR","2008","11","9","11","2","1054987","49.714108","-124.873199","4"
"929","40326-1-540-3","LMVN-67","LMVN-67","NSHO","2004","10","10","14.1667","0.5","1030747","49.271713","-123.197548","5"
"930","279326-2-820-3","VINN-13","VINN-13","BUFF","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","26"
"931","106276-1-820-3","VIPH-1","VIPH-1","BUFF","2019","4","15","10.25","1.25","1032711","50.726246","-127.483253","18"
"932","279327-2-830-4","VINN-13","VINN-13","COGO","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","4"
"933","182388-1-3020-10","NCKI-1","NCKI-1","BAEA","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","1"
"934","279327-2-280-1","VINN-13","VINN-13","TRUS","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","6"
"935","182388-1-520-11","NCKI-1","NCKI-1","BWTE","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","12"
"936","279326-2-9750-9","VINN-13","VINN-13","BEKI","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","1"
"937","32794-1-6110-7","LMSQ-20","LMSQ-20","ECDO","2014","2","14","12","0.25","1054942","49.710426","-123.150291","1"
"938","20478-1-4420-11","VIBM-2","VIBM-2","GRYE","2014","4","5","11.5833","0.5","1055054","48.835426","-125.137550","1"
"939","288014-1-5780-4","VIVI-16","VIVI-16","PIGU","2021","9","15","14.3833","1.95","1054996","48.381138","-123.494041","1"
"940","288014-1-2390-9","VIVI-16","VIVI-16","DCCO","2021","9","15","14.3833","1.95","1054996","48.381138","-123.494041","2"
"941","127526-1-1560-11","SCPR-1","SCPR-1","COLO","2019","10","13","13.5","2.25","1043283","49.816643","-124.530579","7"
"942","150425-1-820-5","VIBC-2","VIBC-2","BUFF","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","51"
"943","151795-1-2420-9","VIPQ-9","VIPQ-9","PECO","2020","12","13","11","2","1075146","49.299919","-124.155808","4"
"944","279328-2-3020-6","VINN-13","VINN-13","BAEA","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","6"
"945","20478-1-14010-13","VIBM-2","VIBM-2","CORA","2014","4","5","11.5833","0.5","1055054","48.835426","-125.137550","1"
"946","20478-1-880-10","VIBM-2","VIBM-2","COME","2014","4","5","11.5833","0.5","1055054","48.835426","-125.137550","8"
"947","32467-1-6110-7","LMSQ-20","LMSQ-20","ECDO","2015","5","6","12.3","0.2","1054942","49.710426","-123.150291","6"
"948","19474-1-2390-13","LMVN-8","LMVN-8","DCCO","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","25"
"949","19474-1-3020-16","LMVN-8","LMVN-8","BAEA","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","1"
"950","279328-2-9750-9","VINN-13","VINN-13","BEKI","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","1"
"951","128834-1-770-3","VICX-12","VICX-12","SUSC","2019","11","10","14.75","0.25","1080046","49.669106","-124.941109","1100"
"952","288014-1-1630-3","VIVI-16","VIVI-16","RNGR","2021","9","15","14.3833","1.95","1054996","48.381138","-123.494041","2"
"953","151795-1-820-3","VIPQ-9","VIPQ-9","BUFF","2020","12","13","11","2","1075146","49.299919","-124.155808","6"
"954","287191-1-791-5","SCPR-1","SCPR-1","BLSC","2022","3","14","10.1167","2.31667","1043283","49.816643","-124.530579","20"
"955","128834-1-880-6","VICX-12","VICX-12","COME","2019","11","10","14.75","0.25","1080046","49.669106","-124.941109","5"
"956","160131-1-180-1","VICX-3","VICX-3","BRAN","2021","3","15","17","2","1074637","49.714108","-124.873199","51"
"957","107272-1-770-2","LMVN-29","LMVN-29","SUSC","2019","5","13","15.5","1.16667","1080604","49.320057","-123.148987","4"
"958","128835-1-770-3","VICX-12","VICX-12","SUSC","2019","11","10","14.75","0.25","1080046","49.669106","-124.941109","1100"
"959","287191-1-680-2","SCPR-1","SCPR-1","GRSC","2022","3","14","10.1167","2.31667","1043283","49.816643","-124.530579","2"
"960","131852-1-2420-7","GIHO-10","GIHO-10","PECO","2020","2","9","9.25","0.333333","1054964","49.498619","-124.677040","4"
"961","129083-1-3020-7","GIHO-18","GIHO-18","BAEA","2019","11","10","13.5","1.16667","1081710","49.511909","-124.601883","2"
"962","19474-1-5350-27","LMVN-8","LMVN-8","UNGU","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","22"
"963","102209-1-13900-12","GIHO-4","GIHO-4","AMCR","2019","1","13","13.5","1.25","1055051","49.543369","-124.633522","2"
"964","93005-1-5250-5","LMSQ-1","LMSQ-1","GWGU","2017","5","14","7.5","0.25","1054942","49.679691","-123.172699","48"
"965","109449-1-230-1","VICR-1","VICR-1","CAGO","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","288"
"966","149915-1-1630-8","VICX-3","VICX-3","RNGR","2020","10","12","13","2.25","1074637","49.714108","-124.873199","140"
"967","159210-1-5142-8","VICX-7","VICX-7","SHBG","2021","3","13","15","1.5","1054998","49.653252","-124.942177","19"
"968","103503-1-791-3","SCBI-11","SCBI-11","BLSC","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","1"
"969","40326-1-13900-7","LMVN-67","LMVN-67","AMCR","2004","10","10","14.1667","0.5","1030747","49.271713","-123.197548","24"
"970","287192-1-13900-17","SCPR-1","SCPR-1","AMCR","2022","3","14","10.1167","2.31667","2388508","49.816643","-124.530579","48"
"971","149915-1-791-5","VICX-3","VICX-3","BLSC","2020","10","12","13","2.25","1074637","49.714108","-124.873199","4"
"972","58588-1-5800-12","VIPM-2","VIPM-2","MAMU","2016","7","17","7","2","1054944","50.788406","-126.438927","35"
"973","182381-1-2370-5","VICV-7","VICV-7","BRAC","2021","5","9","17","1","1055020","48.746307","-123.625557","1"
"974","107272-1-2420-7","LMVN-29","LMVN-29","PECO","2019","5","13","15.5","1.16667","1080604","49.320057","-123.148987","7"
"975","131682-1-5350-5","GIHO-10","GIHO-10","UNGU","2020","2","9","9.25","0.25","1054964","49.498619","-124.677040","6"
"976","57354-1-1560-11","LMVN-8","LMVN-8","COLO","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","54"
"977","40326-1-660-4","LMVN-67","LMVN-67","RNDU","2004","10","10","14.1667","0.5","1030747","49.271713","-123.197548","1"
"978","127526-1-750-2","SCPR-1","SCPR-1","HARD","2019","10","13","13.5","2.25","1043283","49.816643","-124.530579","7"
"979","167219-1-4420-11","VIPQ-8","VIPQ-8","GRYE","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"980","101647-1-820-5","LMSQ-12","LMSQ-12","BUFF","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","5"
"981","154088-1-590-1","VINN-12","VINN-12","GWTE","2021","1","13","14","2.16667","1054924","49.174129","-123.927429","2"
"982","154105-1-880-5","VINN-12","VINN-12","COME","2021","1","13","14","2.16667","1054924","49.174129","-123.927429","2"
"983","151004-1-45994-5","GIDE-1","GIDE-1","WWSC","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","71"
"984","130884-1-820-2","SCGI-5","SCGI-5","BUFF","2020","1","12","10.1667","1.16667","1054970","49.412853","-123.632332","1"
"985","151004-1-451-2","GIDE-1","GIDE-1","MALL","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","12"
"986","129086-1-5950-4","GIHO-18","GIHO-18","UNAL","2019","11","10","13.5","1.16667","1081710","49.511909","-124.601883","64"
"987","58589-1-750-1","VIPM-2","VIPM-2","HARD","2016","7","17","7","2","1054944","50.788406","-126.438927","57"
"988","284214-1-2420-9","VINN-7","VINN-7","PECO","2022","2","13","11","0.666667","1030870","49.240520","-123.970940","3"
"989","273337-1-2550-16","VIVI-16","VIVI-16","GBHE","2021","9","15","14.3833","2.91667","1081721","48.381138","-123.494041","2"
"990","130971-1-870-8","GISS-1","GISS-1","HOME","2020","1","11","13.75","2.08333","1055037","48.836075","-123.451881","2"
"991","49625-1-7440-4","LMSQ-10","LMSQ-10","GHOW","2010","4","11","7.5","5","1054942","49.714050","-123.161438","1"
"992","287191-1-2420-13","SCPR-1","SCPR-1","PECO","2022","3","14","10.1167","2.31667","1043283","49.816643","-124.530579","4"
"993","287191-1-5250-16","SCPR-1","SCPR-1","GWGU","2022","3","14","10.1167","2.31667","1043283","49.816643","-124.530579","22"
"994","103503-1-5250-10","SCBI-11","SCBI-11","GWGU","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","32"
"995","101647-1-2550-8","LMSQ-12","LMSQ-12","GBHE","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","24"
"996","101647-1-451-2","LMSQ-12","LMSQ-12","MALL","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","47"
"997","150425-1-451-2","VIBC-2","VIBC-2","MALL","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","61"
"998","151004-1-3020-11","GIDE-1","GIDE-1","BAEA","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","1"
"999","129086-1-3020-7","GIHO-18","GIHO-18","BAEA","2019","11","10","13.5","1.16667","1081710","49.511909","-124.601883","2"
"1000","150422-1-9750-14","VIBC-2","VIBC-2","BEKI","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","1"
"1001","131852-1-4270-4","GIHO-10","GIHO-10","BLOY","2020","2","9","9.25","0.333333","1054964","49.498619","-124.677040","2"
"1002","103503-1-2550-13","SCBI-11","SCBI-11","GBHE","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","1"
"1003","19474-1-420-4","LMVN-8","LMVN-8","AMWI","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","2000"
"1004","182388-1-820-8","NCKI-1","NCKI-1","BUFF","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","6"
"1005","45970-1-4820-13","VICX-3","VICX-3","DUNL","2008","11","9","11","2","1054987","49.714108","-124.873199","9"
"1006","107269-1-2550-8","LMVN-29","LMVN-29","GBHE","2019","5","13","15.5","1.16667","1080604","49.320057","-123.148987","3"
"1007","167219-1-5142-14","VIPQ-8","VIPQ-8","SHBG","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","2"
"1008","32764-1-6110-10","LMSQ-13","LMSQ-13","ECDO","2016","2","14","11.1","0.216666","1054942","49.698147","-123.160049","1"
"1009","132637-1-695-2","LMWR-2","LMWR-2",NA,"2019","10","13","16.5833","0.916666","1054979","49.019089","-122.817352","16"
"1010","45970-1-13900-16","VICX-3","VICX-3","AMCR","2008","11","9","11","2","1054987","49.714108","-124.873199","2"
"1011","109448-1-5080-4","VICR-1","VICR-1","BOGU","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","1"
"1012","151784-1-2420-14","SCPR-1","SCPR-1","PECO","2020","12","12","13","2","1043283","49.816643","-124.530579","5"
"1013","151641-1-791-3","SCPR-1","SCPR-1","BLSC","2020","12","12","13","2","1043283","49.816643","-124.530579","14"
"1014","57354-1-5150-25","LMVN-8","LMVN-8","RBGU","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","20"
"1015","130884-1-1620-5","SCGI-5","SCGI-5","HOGR","2020","1","12","10.1667","1.16667","1054970","49.412853","-123.632332","7"
"1016","127526-1-5190-8","SCPR-1","SCPR-1",NA,"2019","10","13","13.5","2.25","1043283","49.816643","-124.530579","3"
"1017","101650-1-30508-3","LMSQ-12","LMSQ-12","NOPI","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","13"
"1018","57354-1-770-8","LMVN-8","LMVN-8","SUSC","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","4"
"1019","57354-1-590-5","LMVN-8","LMVN-8","GWTE","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","260"
"1020","131845-1-451-2","GIGB-3","GIGB-3","MALL","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","5"
"1021","279609-1-130-1","LMVN-65","LMVN-65","GWFG","2021","12","16","18.8333","0.05","1031933","49.023018","-123.118370","55"
"1022","131734-1-5950-2","NCKI-4","NCKI-4","UNAL","2019","8","12","10.9167","1","1055044","53.914066","-128.752808","1"
"1023","131682-1-2420-8","GIHO-10","GIHO-10","PECO","2020","2","9","9.25","0.25","1054964","49.498619","-124.677040","4"
"1024","150369-1-14010-11","GIPE-9","GIPE-9","CORA","2020","11","8","12.2833","0.866666","1055118","48.804417","-123.272995","1"
"1025","154105-1-4210-8","VINN-12","VINN-12","KILL","2021","1","13","14","2.16667","1054924","49.174129","-123.927429","2"
"1026","132637-1-1620-5","LMWR-2","LMWR-2","HOGR","2019","10","13","16.5833","0.916666","1054979","49.019089","-122.817352","1"
"1027","106840-1-14010-4","LMSQ-2","LMSQ-2","CORA","2017","5","14","7.75","0.216667","1053929","49.695358","-123.184853","2"
"1028","57354-1-4270-22","LMVN-8","LMVN-8","BLOY","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","6"
"1029","93008-1-230-1","LMSQ-3","LMSQ-3","CAGO","2017","5","14","8","0.25","1054942","49.703907","-123.176682","11"
"1030","93221-1-9750-6","LMSQ-18","LMSQ-18","BEKI","2017","5","14","11.75","0.25","1054942","49.690266","-123.155602","1"
"1031","93221-1-2550-3","LMSQ-18","LMSQ-18","GBHE","2017","5","14","11.75","0.25","1054942","49.690266","-123.155602","3"
"1032","279326-2-5350-8","VINN-13","VINN-13","UNGU","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","170"
"1033","53840-1-13900-12","VIBM-2","VIBM-2","AMCR","2014","4","5","11.5833","0.416667","1055054","48.835426","-125.137550","4"
"1034","20478-1-9750-5","VIBM-2","VIBM-2","BEKI","2014","4","5","11.5833","0.5","1055054","48.835426","-125.137550","1"
"1035","20478-1-5800-8","VIBM-2","VIBM-2","MAMU","2014","4","5","11.5833","0.5","1055054","48.835426","-125.137550","2"
"1036","279609-1-15770-4","LMVN-65","LMVN-65","AMRO","2021","12","16","18.8333","0.05","1031933","49.023018","-123.118370","5"
"1037","53840-1-2390-3","VIBM-2","VIBM-2","DCCO","2014","4","5","11.5833","0.416667","1055054","48.835426","-125.137550","3"
"1038","112301-1-5250-3","LMSQ-18","LMSQ-18","GWGU","2017","5","14","11.75","0.25","1054942","49.690266","-123.155602","8"
"1039","87911-1-230-1","SCPR-2","SCPR-2","CAGO","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","14"
"1040","149917-1-2420-17","VICX-3","VICX-3","PECO","2020","10","12","13","2.25","1074637","49.714108","-124.873199","46"
"1041","279608-1-451-3","LMVN-65","LMVN-65","MALL","2021","12","16","18.8333","0.05","1031933","49.023018","-123.118370","52"
"1042","128314-1-1620-3","SCPR-1","SCPR-1","HOGR","2019","10","13","13.5","2.25","1043283","49.816643","-124.530579","20"
"1043","53840-1-5250-9","VIBM-2","VIBM-2","GWGU","2014","4","5","11.5833","0.416667","1055054","48.835426","-125.137550","15"
"1044","149917-1-14010-20","VICX-3","VICX-3","CORA","2020","10","12","13","2.25","1074637","49.714108","-124.873199","1"
"1045","54309-1-6110-4","LMVN-40","LMVN-40","ECDO","2014","9","14","9.75","0.5","1055053","49.298210","-122.873390","1"
"1046","151652-1-5250-4","LMVN-38","LMVN-38","GWGU","2020","12","13","9.25","0.666667","1080092","49.292191","-122.890572","4"
"1047","87911-1-820-4","SCPR-2","SCPR-2","BUFF","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","18"
"1048","279326-2-451-2","VINN-13","VINN-13","MALL","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","2"
"1049","279326-2-880-5","VINN-13","VINN-13","COME","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","2"
"1050","102209-1-1630-6","GIHO-4","GIHO-4","RNGR","2019","1","13","13.5","1.25","1055051","49.543369","-124.633522","1"
"1051","151004-1-4210-8","GIDE-1","GIDE-1","KILL","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","1"
"1052","273337-1-4750-8","VIVI-16","VIVI-16","LESA","2021","9","15","14.3833","2.91667","1081721","48.381138","-123.494041","3"
"1053","273337-1-750-5","VIVI-16","VIVI-16","HARD","2021","9","15","14.3833","2.91667","1081721","48.381138","-123.494041","1"
"1054","279326-2-3020-6","VINN-13","VINN-13","BAEA","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","6"
"1055","273337-1-451-2","VIVI-16","VIVI-16","MALL","2021","9","15","14.3833","2.91667","1081721","48.381138","-123.494041","3"
"1056","109448-1-230-1","VICR-1","VICR-1","CAGO","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","288"
"1057","159212-1-5160-9","VICX-7","VICX-7","CAGU","2021","3","13","15","1.5","1054998","49.653252","-124.942177","6"
"1058","159212-1-820-6","VICX-7","VICX-7","BUFF","2021","3","13","15","1.5","1054998","49.653252","-124.942177","40"
"1059","40287-1-13900-7","LMVN-67","LMVN-67","AMCR","2004","10","10","14.1667","0.5","1053929","49.271713","-123.197548","24"
"1060","291018-1-1550-18","VIVI-30","VIVI-30","PALO","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","7"
"1061","19474-1-590-10","LMVN-8","LMVN-8","GWTE","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","260"
"1062","19474-1-1560-7","LMVN-8","LMVN-8","COLO","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","54"
"1063","151652-1-660-1","LMVN-38","LMVN-38","RNDU","2020","12","13","9.25","0.666667","1080092","49.292191","-122.890572","1"
"1064","291018-1-5142-15","VIVI-30","VIVI-30","SHBG","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","1"
"1065","57354-1-3370-19","LMVN-8","LMVN-8","RTHA","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","2"
"1066","279327-2-3020-6","VINN-13","VINN-13","BAEA","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","6"
"1067","279327-2-820-3","VINN-13","VINN-13","BUFF","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","26"
"1068","32772-1-6110-7","LMSQ-20","LMSQ-20","ECDO","2016","2","14","12.6167","0.216666","1054942","49.710426","-123.150291","10"
"1069","106257-1-45379-5","VIVI-61","VIVI-61","UNCO","2019","4","15","11","1.75","1055004","48.451252","-123.417732","1"
"1070","151653-1-13900-5","LMVN-38","LMVN-38","AMCR","2020","12","13","9.25","0.666667","1080092","49.292191","-122.890572","2"
"1071","279327-2-9750-9","VINN-13","VINN-13","BEKI","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","1"
"1072","149915-1-750-2","VICX-3","VICX-3","HARD","2020","10","12","13","2.25","1074637","49.714108","-124.873199","56"
"1073","127526-1-4270-5","SCPR-1","SCPR-1","BLOY","2019","10","13","13.5","2.25","1043283","49.816643","-124.530579","4"
"1074","130872-1-5910-16","GISS-1","GISS-1","RHAU","2020","1","11","13.75","2","1055037","48.836075","-123.451881","1"
"1075","130872-1-2420-19","GISS-1","GISS-1","PECO","2020","1","11","13.75","2","1055037","48.836075","-123.451881","2"
"1076","151641-1-4270-9","SCPR-1","SCPR-1","BLOY","2020","12","12","13","2","1043283","49.816643","-124.530579","9"
"1077","151653-1-840-2","LMVN-38","LMVN-38","BAGO","2020","12","13","9.25","0.666667","1080092","49.292191","-122.890572","17"
"1078","93009-1-5350-2","LMSQ-4","LMSQ-4","UNGU","2017","5","14","8.25","0.25","1054942","49.689358","-123.178101","1"
"1079","166488-1-1560-6","SCBI-6","SCBI-6","COLO","2021","4","11","16.8667","0.283333","1055948","49.410210","-123.375122","1"
