OID_,abbrev,name,count_yr,min_temp,max_temp,min_wind,max_wind,wind_direction,min_snow,max_snow,still_water,moving_water,am_cloud,pm_cloud,am_rain_cond_names,pm_rain_cond_names,am_snow_cond_names,pm_snow_cond_names
132,BCFS,Fort St. James,98,17.000000000000000,26.000000000000000,5.000000000000000,5.000000000000000,Northeast,10.000000000000000,10.000000000000000,Open,Open,Cloudy,Cloudy,None,None,Light,Light
133,BCKA,Kamloops,98,36.000000000000000,42.000000000000000,20.000000000000000,20.000000000000000,West,0.000000000000000,0.000000000000000,Frozen,Open,Clear,Partly Clear,Unknown,Unknown,Unknown,Unknown
134,BCKB,Kimberley,98,8.000000000000000,11.000000000000000,3.000000000000000,3.000000000000000,Northeast,6.000000000000000,6.000000000000000,Frozen,Partly Frozen,Cloudy,Partly Clear,None,None,Heavy,Light
135,BCKE,Kelowna,98,28.000000000000000,36.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Open,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
136,BCKI,Kitimat,98,22.000000000000000,23.000000000000000,5.000000000000000,5.000000000000000,,2.000000000000000,2.000000000000000,Frozen,Open,Partly Clear,Clear,Unknown,Unknown,Unknown,Unknown
137,BCLA,Ladner,98,0.000000000000000,5.000000000000000,15.000000000000000,15.000000000000000,South,0.000000000000000,0.000000000000000,Partly Open,Partly Open,Cloudy,Cloudy,Light,Light,None,None
138,BCLR,Lardeau,98,29.000000000000000,31.000000000000000,0.000000000000000,0.000000000000000,Calm,4.000000000000000,4.000000000000000,Partly Open,Partly Open,Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
139,BCBA,Bamfield,99,32.000000000000000,42.000000000000000,20.000000000000000,20.000000000000000,North,0.000000000000000,0.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
140,BCBL,Burns Lake-Francois Lake,99,30.000000000000000,32.000000000000000,0.000000000000000,0.000000000000000,Calm,4.000000000000000,8.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,Light,None,None,None
141,BCBR,Broughton Strait,99,29.000000000000000,31.000000000000000,20.000000000000000,30.000000000000000,Northeast,0.000000000000000,0.000000000000000,Open,Open,Clear,Clear,None,None,None,None
142,BCCB,Cranbrook,99,17.000000000000000,32.000000000000000,5.000000000000000,13.000000000000000,North,6.000000000000000,6.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,Light
143,BCCH,Chilliwack,99,19.000000000000000,19.000000000000000,22.000000000000000,22.000000000000000,Northeast,0.000000000000000,0.000000000000000,Frozen,Partly Open,Cloudy,Clear,None,None,None,None
144,BCCO,Comox,99,20.000000000000000,32.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Frozen,Open,Clear,Clear,None,None,None,None
145,BCCR,Campbell River,99,37.000000000000000,46.000000000000000,18.000000000000000,40.000000000000000,Southeast,0.000000000000000,3.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,Heavy,Heavy,None,None
146,BCCT,Creston Valley,99,34.000000000000000,38.000000000000000,0.000000000000000,0.000000000000000,Calm,12.000000000000000,12.000000000000000,Frozen,Partly Frozen,Local Fog,Clear,Light,None,None,None
147,BCDB,Deep Bay,99,37.000000000000000,49.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Clear,Partly Cloudy,None,None,None,None
148,BCFA,Fauquier,99,27.000000000000000,35.000000000000000,0.000000000000000,15.000000000000000,North,12.000000000000000,24.000000000000000,Partly Open,Partly Open,Partly Cloudy,Partly Cloudy,Light,None,None,None
149,BCFS,Fort St. James,99,7.000000000000000,10.000000000000000,0.000000000000000,5.000000000000000,North,10.000000000000000,11.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,Light,"Heavy,Light"
150,BCKA,Kamloops,99,7.000000000000000,13.000000000000000,5.000000000000000,10.000000000000000,West,0.000000000000000,0.000000000000000,Frozen,Partly Frozen,Clear,Clear,None,None,None,None
151,BCKB,Kimberley,99,12.000000000000000,29.000000000000000,3.000000000000000,3.000000000000000,Northeast,4.000000000000000,14.000000000000000,Frozen,Partly Frozen,Clear,Clear,None,None,None,None
152,BCKE,Kelowna,99,5.000000000000000,14.000000000000000,0.000000000000000,12.000000000000000,North,0.000000000000000,0.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,None,None,Light,Light
153,BCKI,Kitimat,99,20.000000000000000,25.000000000000000,2.000000000000000,2.000000000000000,North,2.000000000000000,6.000000000000000,Partly Open,Open,Clear,Clear,None,None,None,None
154,BCLA,Ladner,99,35.000000000000000,40.000000000000000,20.000000000000000,20.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Heavy,Heavy,None,None
155,BCLR,Lardeau,99,20.000000000000000,36.000000000000000,0.000000000000000,5.000000000000000,North,10.000000000000000,10.000000000000000,Partly Frozen,Open,Clear,Clear,None,None,None,None
156,BCBA,Bamfield,100,36.000000000000000,45.000000000000000,0.000000000000000,15.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Clear,Clear,None,None,None,None
157,BCBR,Broughton Strait,100,29.000000000000000,34.000000000000000,40.000000000000000,60.000000000000000,East,0.000000000000000,1.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,Light,Light
158,BCCB,Cranbrook,100,19.000000000000000,25.000000000000000,0.000000000000000,0.000000000000000,Calm,3.000000000000000,5.000000000000000,Partly Frozen,Partly Frozen,Foggy,Partly Cloudy,None,None,None,None
159,BCCH,Chilliwack,100,35.000000000000000,40.000000000000000,0.000000000000000,5.000000000000000,Northeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,None,None,None
160,BCCO,Comox,100,35.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
161,BCCR,Campbell River,100,30.000000000000000,36.000000000000000,5.000000000000000,5.000000000000000,Northwest,0.000000000000000,0.000000000000000,Partly Frozen,Open,Partly Clear,Cloudy,None,None,None,None
162,BCCT,Creston Valley,100,21.000000000000000,32.000000000000000,0.000000000000000,0.000000000000000,Calm,1.000000000000000,1.000000000000000,Frozen,Open,Clear,Clear,None,None,None,None
163,BCDB,Deep Bay,100,3.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Foggy,Foggy,None,None,None,None
164,BCDC,Dawson Creek,100,-16.000000000000000,-2.000000000000000,0.000000000000000,1.000000000000000,North,3.000000000000000,3.000000000000000,Frozen,Frozen,Cloudy,Cloudy,None,None,None,None
165,BCFA,Fauquier,100,24.000000000000000,27.000000000000000,5.000000000000000,10.000000000000000,,3.000000000000000,7.000000000000000,Partly Open,Partly Frozen,Cloudy,Cloudy,None,None,None,None
166,BCFS,Fort St. James,100,3.000000000000000,10.000000000000000,0.000000000000000,5.000000000000000,Variable,8.000000000000000,10.000000000000000,Frozen,Partly Open,Partly Cloudy,Clear,None,None,None,None
167,BCKA,Kamloops,100,21.000000000000000,32.000000000000000,2.000000000000000,15.000000000000000,East,0.000000000000000,6.000000000000000,Partly Open,Open,Cloudy,Cloudy,None,None,Light,None
168,BCKB,Kimberley,100,23.000000000000000,27.000000000000000,0.000000000000000,3.000000000000000,Variable,2.000000000000000,11.000000000000000,Frozen,Partly Open,Local Fog,Partly Clear,None,None,None,Light
169,BCKE,Kelowna,100,37.000000000000000,43.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,2.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,Heavy,None,None,None
170,BCKI,Kitimat,100,38.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Foggy,Foggy,None,None,None,None
171,BCLA,Ladner,100,33.000000000000000,38.000000000000000,0.000000000000000,10.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Foggy,Foggy,None,None,None,None
172,BCLI,Langara Island,100,37.000000000000000,42.000000000000000,5.000000000000000,5.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Partly Clear,Partly Clear,None,None,None,None
173,BCLR,Lardeau,100,28.000000000000000,30.000000000000000,0.000000000000000,5.000000000000000,Southeast,0.000000000000000,1.000000000000000,Partly Open,Open,Cloudy,Cloudy,None,None,None,None
174,BCAM,Abbotsford-Mission,101,37.000000000000000,45.000000000000000,0.000000000000000,8.000000000000000,East,0.000000000000000,0.000000000000000,Partly Frozen,Open,Clear,Clear,None,None,None,None
175,BCBA,Bamfield,101,39.000000000000000,50.000000000000000,5.000000000000000,20.000000000000000,Northeast,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Clear,Light,Light,None,None
176,BCBK,Bridge Lake,101,18.000000000000000,25.000000000000000,0.000000000000000,0.000000000000000,Calm,11.000000000000000,11.000000000000000,Frozen,Partly Open,Clear,Clear,None,None,None,None
177,BCBL,Burns Lake-Francois Lake,101,30.000000000000000,34.000000000000000,0.000000000000000,2.000000000000000,Southeast,4.000000000000000,8.000000000000000,Open,Open,Cloudy,Cloudy,None,None,None,None
178,BCBR,Broughton Strait,101,42.000000000000000,47.000000000000000,20.000000000000000,30.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Clear,Light,Light,None,None
179,BCCB,Cranbrook,101,27.000000000000000,36.000000000000000,0.000000000000000,0.000000000000000,Calm,7.000000000000000,11.000000000000000,Frozen,Partly Open,Cloudy,Partly Cloudy,None,None,None,None
180,BCCH,Chilliwack,101,30.000000000000000,35.000000000000000,0.000000000000000,7.000000000000000,Northeast,8.000000000000000,8.000000000000000,Frozen,Open,Cloudy,Cloudy,Light,Heavy,Light,Heavy
181,BCCO,Comox,101,34.000000000000000,39.000000000000000,0.000000000000000,30.000000000000000,Southeast,0.000000000000000,1.000000000000000,Partly Open,Open,Foggy,Local Fog,"Heavy,Light","Heavy,Light",None,None
182,BCCR,Campbell River,101,41.000000000000000,50.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
183,BCCT,Creston Valley,101,30.000000000000000,45.000000000000000,0.000000000000000,6.000000000000000,South,2.000000000000000,4.000000000000000,Frozen,Partly Open,Cloudy,Clear,None,None,None,None
184,BCDB,Deep Bay,101,35.000000000000000,43.000000000000000,2.000000000000000,10.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Partly Clear,Cloudy,None,Light,None,None
185,BCDC,Dawson Creek,101,16.000000000000000,36.000000000000000,0.000000000000000,3.000000000000000,South,0.000000000000000,1.000000000000000,Frozen,Frozen,Partly Cloudy,Partly Cloudy,None,None,None,None
186,BCDU,Duncan,101,32.000000000000000,38.000000000000000,0.000000000000000,5.000000000000000,East,0.000000000000000,0.000000000000000,Open,Open,Foggy,Foggy,Light,Light,None,None
187,BCFA,Fauquier,101,-1.000000000000000,10.000000000000000,5.000000000000000,10.000000000000000,North,15.000000000000000,24.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,Heavy,Light
188,BCFS,Fort St. James,101,25.000000000000000,28.000000000000000,0.000000000000000,0.000000000000000,Calm,5.000000000000000,9.000000000000000,Frozen,Open,Local Fog,Cloudy,None,None,None,"Light,None"
189,BCGO,Golden,101,29.000000000000000,32.000000000000000,0.000000000000000,0.000000000000000,Calm,12.000000000000000,36.000000000000000,Frozen,Partly Frozen,Cloudy,Partly Clear,None,None,"Heavy,Light",None
190,BCKA,Kamloops,101,7.000000000000000,30.000000000000000,2.000000000000000,10.000000000000000,East,2.000000000000000,10.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,None
191,BCKB,Kimberley,101,21.000000000000000,27.000000000000000,0.000000000000000,0.000000000000000,Calm,2.000000000000000,15.000000000000000,Frozen,Partly Open,Cloudy,Partly Clear,None,None,None,None
192,BCKE,Kelowna,101,7.000000000000000,23.000000000000000,0.000000000000000,0.000000000000000,Calm,3.000000000000000,13.000000000000000,Partly Open,Partly Frozen,Cloudy,Cloudy,None,None,Heavy,Light
193,BCKI,Kitimat,101,36.000000000000000,39.000000000000000,3.000000000000000,12.000000000000000,North,4.000000000000000,17.000000000000000,Partly Open,Open,Cloudy,Partly Cloudy,None,None,Light,None
194,BCLA,Ladner,101,34.000000000000000,43.000000000000000,0.000000000000000,9.000000000000000,Variable,0.000000000000000,0.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,Light,Heavy,None,None
195,BCLL,Lillooet,101,28.000000000000000,37.000000000000000,0.000000000000000,9.000000000000000,South,3.000000000000000,5.000000000000000,Open,Open,Cloudy,Partly Clear,None,None,None,None
196,BCLR,Lardeau,101,34.000000000000000,41.000000000000000,6.000000000000000,18.000000000000000,,0.000000000000000,17.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Clear,Light,None,None,None
197,BCAM,Abbotsford-Mission,102,32.000000000000000,46.000000000000000,0.000000000000000,4.000000000000000,East,0.000000000000000,0.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,None
198,BCBA,Bamfield,102,0.000000000000000,5.000000000000000,5.000000000000000,20.000000000000000,Northeast,0.000000000000000,0.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Clear,None,None,None,None
199,BCBK,Bridge Lake,102,19.000000000000000,34.000000000000000,0.000000000000000,0.000000000000000,Calm,11.000000000000000,24.000000000000000,Frozen,Partly Open,Cloudy,Partly Clear,None,None,None,None
200,BCBL,Burns Lake-Francois Lake,102,20.000000000000000,25.000000000000000,2.000000000000000,6.000000000000000,Variable,6.000000000000000,12.000000000000000,Partly Frozen,Partly Open,Cloudy,Cloudy,None,None,None,Light
201,BCBR,Broughton Strait,102,34.000000000000000,38.000000000000000,8.000000000000000,20.000000000000000,Northeast,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Light,None,None,None
202,BCCB,Cranbrook,102,10.000000000000000,32.000000000000000,0.000000000000000,0.000000000000000,Calm,3.000000000000000,24.000000000000000,Frozen,Partly Open,Cloudy,Partly Cloudy,None,None,None,None
203,BCCH,Chilliwack,102,30.000000000000000,32.000000000000000,0.000000000000000,4.000000000000000,Northeast,0.000000000000000,0.000000000000000,Partly Frozen,Open,Clear,Clear,None,None,None,None
204,BCCI,Cortes Island,102,37.000000000000000,43.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Clear,Partly Cloudy,None,None,None,None
205,BCCO,Comox,102,38.000000000000000,50.000000000000000,5.000000000000000,30.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Heavy,None,None
206,BCCR,Campbell River,102,41.000000000000000,50.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,Light,None,None
207,BCCT,Creston Valley,102,9.000000000000000,27.000000000000000,3.000000000000000,9.000000000000000,North,0.000000000000000,12.000000000000000,Frozen,Partly Frozen,Cloudy,Clear,None,None,None,None
208,BCDB,Deep Bay,102,39.000000000000000,50.000000000000000,1.000000000000000,11.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,None,None,None
209,BCDC,Dawson Creek,102,0.000000000000000,5.000000000000000,0.000000000000000,3.000000000000000,North,5.000000000000000,11.000000000000000,Frozen,Frozen,Cloudy,Local Fog,None,None,None,None
210,BCDU,Duncan,102,32.000000000000000,40.000000000000000,1.000000000000000,5.000000000000000,,0.000000000000000,0.000000000000000,Partly Frozen,Open,Local Fog,Cloudy,None,Light,None,None
211,BCFA,Fauquier,102,28.000000000000000,40.000000000000000,2.000000000000000,10.000000000000000,,6.000000000000000,15.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
212,BCFS,Fort St. James,102,0.000000000000000,7.000000000000000,0.000000000000000,6.000000000000000,Variable,9.000000000000000,11.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,Light,None
213,BCGO,Golden,102,1.000000000000000,10.000000000000000,3.000000000000000,6.000000000000000,North,7.000000000000000,39.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,None
214,BCHC,Hat Creek,102,28.000000000000000,37.000000000000000,12.000000000000000,24.000000000000000,,7.000000000000000,17.000000000000000,Partly Open,Partly Frozen,Partly Clear,Cloudy,Light,Light,None,None
215,BCKA,Kamloops,102,35.000000000000000,46.000000000000000,10.000000000000000,20.000000000000000,East,6.000000000000000,12.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
216,BCKB,Kimberley,102,25.000000000000000,36.000000000000000,0.000000000000000,0.000000000000000,Calm,3.000000000000000,35.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,Light,None
217,BCKE,Kelowna,102,19.000000000000000,39.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,7.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,Light
218,BCKF,Kingfisher,102,30.000000000000000,41.000000000000000,0.000000000000000,6.000000000000000,Variable,15.000000000000000,39.000000000000000,Partly Frozen,Open,Cloudy,Local Fog,None,None,None,None
219,BCKI,Kitimat,102,28.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,Calm,1.000000000000000,2.000000000000000,Open,Open,Cloudy,Cloudy,None,None,Heavy,Heavy
220,BCKO,Kaslo,102,25.000000000000000,30.000000000000000,3.000000000000000,6.000000000000000,North,3.000000000000000,11.000000000000000,Partly Frozen,Partly Open,Cloudy,Partly Cloudy,None,None,None,None
221,BCLA,Ladner,102,34.000000000000000,41.000000000000000,0.000000000000000,3.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Clear,Clear,None,None,None,None
222,BCLL,Lillooet,102,27.000000000000000,34.000000000000000,0.000000000000000,15.000000000000000,East,0.000000000000000,7.000000000000000,Partly Frozen,Open,Cloudy,Partly Clear,None,None,None,None
223,BCLR,Lardeau,102,18.000000000000000,22.000000000000000,0.000000000000000,15.000000000000000,North,0.000000000000000,2.000000000000000,Partly Open,Open,Cloudy,Partly Cloudy,None,None,None,None
224,BCAM,Abbotsford-Mission,103,34.000000000000000,39.000000000000000,3.000000000000000,7.000000000000000,Northeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,Light,None,None
225,BCBA,Bamfield,103,37.000000000000000,52.000000000000000,0.000000000000000,4.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Clear,None,None,None,None
226,BCBK,Bridge Lake,103,28.000000000000000,37.000000000000000,6.000000000000000,31.000000000000000,Variable,3.000000000000000,7.000000000000000,Frozen,Partly Open,Cloudy,Clear,None,None,Light,None
